timestamp,source_ip,source_port,destination_ip,destination_port,protocol,packet_size
2023-01-19 06:12:12,45.11.108.36,2987,80.216.208.158,33608,ICMP,1494
2023-08-01 09:31:50,174.30.13.68,48697,173.146.187.246,30927,ICMP,809
2020-05-19 01:31:32,109.76.157.58,32946,218.216.251.80,52693,TCP,632
2021-02-28 15:26:48,153.32.179.201,30121,91.219.88.149,45364,UDP,327
2022-05-18 10:37:25,142.231.71.206,51972,149.242.165.10,60502,TCP,530
2020-04-30 06:14:04,179.146.84.23,53527,125.149.61.109,45384,UDP,892
2020-07-31 20:22:20,201.183.156.45,6729,111.33.75.245,28138,ICMP,547
2022-04-30 13:16:03,23.1.66.156,54610,203.183.74.173,57411,TCP,1101
2021-04-03 17:35:29,53.200.155.247,34266,211.199.3.179,49311,ICMP,1290
2023-06-27 13:54:15,184.174.131.120,6245,47.86.152.87,7584,TCP,949
2022-08-03 10:29:35,144.145.200.117,62568,41.211.249.71,22834,UDP,71
2023-11-23 14:51:28,94.205.35.204,48652,101.39.47.3,2549,TCP,874
2021-11-03 21:16:23,111.32.231.127,3724,125.100.87.252,35991,ICMP,671
2020-03-15 14:24:35,118.112.97.48,49841,13.87.1.90,46575,ICMP,169
2022-09-10 02:37:57,168.214.89.179,65282,36.187.72.30,54342,UDP,1416
2023-12-08 09:17:42,24.85.152.12,6643,172.207.158.168,45579,TCP,366
2020-02-26 20:39:51,129.170.125.62,30167,199.233.39.200,34261,ICMP,431
2020-06-18 18:43:48,111.92.72.106,8143,204.117.118.192,24267,UDP,635
2022-05-27 19:40:54,93.224.155.17,30326,124.124.37.70,61242,ICMP,859
2023-07-29 14:51:52,119.16.7.8,16482,34.35.106.213,29753,UDP,331
2023-12-02 15:16:38,151.43.83.139,4969,26.114.199.231,52580,ICMP,1396
2021-11-05 06:14:38,121.22.22.141,36366,5.90.15.52,29166,UDP,925
2023-12-22 01:46:09,29.190.27.230,58130,157.211.92.0,54411,ICMP,1205
2021-08-05 16:43:57,142.246.127.110,20927,89.61.49.142,43184,ICMP,290
2023-12-16 05:35:20,154.56.167.109,34554,71.158.181.22,9329,ICMP,154
2022-05-23 08:13:03,154.166.232.54,49239,57.11.61.6,17180,TCP,763
2022-09-04 19:58:39,46.117.32.52,26625,190.53.117.184,61926,ICMP,277
2021-03-01 10:11:10,88.0.28.184,17668,126.4.136.52,14425,TCP,501
2023-02-05 11:53:39,144.213.59.172,20821,18.242.71.137,46648,ICMP,1363
2020-07-28 01:40:36,199.116.162.5,58550,68.77.213.208,36992,ICMP,1331
2021-03-27 23:02:28,130.166.36.247,34416,174.206.113.211,14298,UDP,205
2023-08-15 07:30:43,77.45.70.39,23306,135.66.149.244,57913,UDP,425
2023-01-18 21:38:57,106.168.212.141,33381,143.101.15.233,28037,ICMP,1275
2022-11-17 09:48:44,70.99.222.160,4740,219.104.238.15,11168,UDP,579
2022-07-27 01:07:40,125.229.105.91,7502,33.124.26.0,13453,TCP,417
2022-11-03 23:16:56,136.52.189.97,1996,55.2.250.19,38058,UDP,1163
2021-06-02 17:01:47,47.4.197.117,3240,205.72.178.195,30436,TCP,436
2023-11-10 12:11:49,199.153.58.113,33889,48.151.232.105,10752,UDP,424
2022-09-20 02:49:47,101.226.14.149,14841,150.253.228.195,1544,TCP,1032
2022-03-07 06:37:10,135.63.223.237,55691,53.227.238.89,35930,ICMP,971
2023-07-28 21:32:43,97.181.88.39,58292,204.176.202.13,27212,TCP,360
2021-11-06 08:48:54,79.189.100.3,64977,132.226.143.111,26684,UDP,664
2023-11-01 08:00:49,104.100.191.21,59655,148.33.252.205,23378,TCP,1193
2021-11-27 11:37:44,206.232.30.122,31034,195.85.247.93,59065,UDP,1171
2020-05-18 17:35:14,72.32.245.138,9211,51.35.146.12,18014,TCP,582
2021-08-14 13:42:49,161.83.196.164,41339,206.169.140.127,22099,UDP,376
2021-12-01 07:15:59,55.254.113.89,58994,117.228.115.124,55712,TCP,219
2023-12-19 18:00:19,21.32.23.137,34041,135.90.56.87,19253,UDP,1340
2021-01-10 03:07:54,153.75.8.105,13881,132.221.134.199,31846,ICMP,1451
2021-09-09 21:33:19,94.219.201.135,33264,7.238.233.124,25673,ICMP,694
2021-02-03 01:06:08,51.101.76.76,33108,189.11.57.25,29761,TCP,497
2020-07-10 20:50:53,222.222.159.189,25387,49.220.17.115,52659,TCP,175
2020-10-05 23:20:19,46.194.236.81,19393,221.159.243.31,60601,TCP,1474
2021-07-29 16:37:38,223.226.150.111,54528,174.56.253.47,42426,ICMP,869
2022-10-17 05:22:23,24.182.30.153,64514,67.85.185.244,39653,ICMP,229
2021-03-27 11:12:55,74.230.19.171,5553,157.90.153.83,64006,UDP,198
2020-01-01 03:40:19,104.145.102.182,54568,89.166.112.95,23716,UDP,333
2021-07-25 18:35:00,148.5.185.141,46026,79.191.166.170,32632,UDP,980
2020-04-20 18:38:34,216.34.93.104,56201,19.189.187.71,30790,ICMP,629
2022-12-04 08:29:31,37.100.179.153,42035,71.157.66.45,17214,TCP,371
2022-06-19 00:05:45,44.110.207.190,33191,204.244.55.83,49166,UDP,1173
2020-03-06 10:13:43,92.98.113.242,7125,115.214.211.116,32427,UDP,1209
2021-05-05 20:21:21,43.14.222.162,30767,66.191.253.26,5103,ICMP,1477
2021-08-14 03:29:05,169.125.44.231,58042,156.95.154.234,55419,TCP,1394
2020-08-24 17:25:11,187.186.156.221,56064,192.24.121.52,44089,ICMP,498
2021-03-05 22:10:51,66.96.41.177,55753,59.137.254.108,63817,UDP,1461
2020-04-18 06:47:29,6.28.16.107,13709,60.115.8.180,33844,UDP,264
2021-04-12 13:51:57,151.171.133.84,49945,33.224.54.222,40637,TCP,740
2022-11-01 04:42:34,210.12.171.79,27891,214.63.54.158,4575,UDP,1108
2020-03-31 15:34:59,88.215.142.102,35766,70.106.0.175,20809,TCP,1281
2020-09-05 12:42:07,25.221.68.85,23007,123.40.234.219,41631,TCP,1133
2023-11-27 03:55:11,213.72.23.131,17283,154.53.187.101,53487,TCP,1296
2020-06-05 12:08:07,207.96.79.221,8218,147.162.207.117,5856,ICMP,70
2023-07-14 23:14:12,126.53.21.114,4311,166.187.59.106,33520,UDP,1146
2022-01-23 11:25:18,213.114.13.111,22435,157.138.27.226,54015,ICMP,431
2021-12-23 04:21:56,64.87.60.70,3968,148.9.64.141,55940,ICMP,1499
2020-08-04 11:22:22,20.9.158.162,24735,74.65.44.47,15683,TCP,1308
2020-06-26 06:50:29,45.217.22.233,13821,160.217.172.171,22867,TCP,1302
2020-12-08 08:29:41,203.150.189.158,22902,22.236.249.210,49881,TCP,1149
2020-01-10 10:04:54,190.164.98.117,3328,206.135.148.53,61277,UDP,156
2023-08-08 02:34:11,220.141.71.172,3651,18.158.194.185,51285,TCP,1239
2023-06-13 12:43:53,201.47.82.144,51846,22.27.129.94,33980,TCP,1170
2023-08-01 01:31:08,4.151.22.120,32446,20.128.89.149,20625,UDP,1500
2020-08-11 07:03:16,148.88.182.207,21111,67.69.154.244,32859,UDP,653
2022-07-13 17:19:40,65.233.93.68,43597,62.128.243.102,6047,ICMP,1032
2022-06-19 08:55:56,104.105.71.239,9325,10.142.159.25,9258,ICMP,876
2020-10-31 23:51:47,164.164.117.27,48248,123.6.91.20,13403,UDP,1052
2020-11-08 07:25:34,200.105.167.58,42218,11.197.55.177,15533,TCP,145
2020-09-22 23:49:27,143.33.151.50,37240,187.171.14.107,56923,TCP,281
2023-05-02 03:21:16,31.7.231.205,35406,198.69.137.226,34554,UDP,1012
2021-06-22 01:55:35,156.35.46.91,51424,218.233.31.15,5868,TCP,697
2023-04-24 21:48:48,25.175.113.224,37701,19.110.46.169,52129,UDP,1339
2020-12-02 12:18:30,169.207.25.161,15490,28.1.161.225,2191,ICMP,1137
2020-06-17 00:44:44,201.60.49.173,7248,14.165.167.122,60124,TCP,1147
2023-08-10 14:42:52,94.227.215.20,50266,109.189.229.6,15700,TCP,581
2022-10-11 18:22:31,120.114.209.53,23328,115.167.221.150,55384,TCP,711
2021-08-01 06:19:10,87.214.78.143,7683,88.13.154.163,30649,ICMP,940
2022-10-06 11:32:23,213.221.52.32,50874,41.139.142.17,14934,UDP,692
2023-10-06 14:10:01,34.228.101.242,28089,51.231.7.131,57584,UDP,197
2022-06-08 05:49:32,185.213.233.216,53047,162.103.63.232,31200,ICMP,769
2023-02-18 11:21:28,42.109.128.136,56986,27.233.249.241,62734,UDP,1431
2020-11-20 19:02:45,14.180.144.194,49269,8.228.209.233,41641,TCP,240
2021-02-06 18:51:36,150.140.182.143,55157,51.91.172.21,1586,TCP,219
2022-10-13 05:47:32,168.176.171.57,44023,86.104.27.70,54267,UDP,533
2020-01-31 17:36:29,33.182.204.182,49060,117.2.75.63,15417,ICMP,292
2020-07-19 13:48:45,86.146.227.68,44159,87.18.85.21,40367,TCP,192
2022-04-12 04:00:38,147.182.155.252,15350,54.161.138.143,64504,ICMP,1216
2022-02-28 01:38:40,74.145.57.242,17062,102.72.31.200,38655,ICMP,735
2020-05-29 07:57:35,183.14.219.24,47200,28.241.20.217,47082,ICMP,141
2020-09-12 06:05:47,147.38.40.71,60380,94.175.242.160,63424,UDP,1318
2020-01-18 07:12:41,178.72.213.166,61298,92.175.254.204,38195,ICMP,589
2021-11-17 19:09:59,187.73.102.83,25558,184.4.164.143,51979,TCP,1301
2020-12-13 06:55:37,199.141.85.168,15691,54.144.32.181,62290,UDP,80
2023-09-26 05:49:06,190.56.194.248,39877,41.202.144.141,26106,UDP,811
2020-11-09 22:19:10,32.46.214.197,16984,146.4.244.174,14982,UDP,1090
2023-08-21 05:25:01,154.137.134.113,25240,120.94.143.95,25349,UDP,1473
2021-01-22 02:18:50,106.54.56.231,4588,3.8.128.87,45988,UDP,781
2022-01-09 06:29:49,92.162.138.173,24541,88.254.142.46,45403,UDP,216
2020-06-25 02:53:46,118.18.230.242,18924,147.205.143.213,60710,ICMP,987
2020-05-07 10:36:13,134.76.149.213,42168,161.34.163.91,28975,TCP,1135
2021-07-11 06:34:36,182.100.161.105,7654,197.184.138.219,5457,ICMP,199
2023-01-25 13:52:29,141.250.33.182,25937,68.160.200.155,21427,TCP,455
2023-09-25 04:33:50,116.22.38.134,29415,85.31.24.133,44596,UDP,1357
2020-03-01 21:43:21,11.157.95.173,49253,24.130.139.138,19040,ICMP,322
2021-06-13 13:21:51,105.203.130.99,54294,83.13.200.2,13155,TCP,309
2021-01-28 08:55:11,74.131.139.159,26347,52.209.54.113,25517,TCP,692
2022-03-30 08:57:38,206.175.136.181,19323,1.133.246.121,56490,TCP,873
2021-01-28 22:20:02,61.200.19.94,61975,124.120.117.207,58235,TCP,661
2022-03-12 16:05:24,102.98.129.137,4846,9.56.11.190,11484,UDP,1406
2023-02-26 03:35:31,39.109.129.174,43513,79.96.156.77,28192,TCP,767
2023-02-02 00:20:06,188.97.253.159,35563,222.190.3.44,14568,UDP,378
2022-11-22 04:39:36,142.44.49.87,14913,64.39.206.124,24160,ICMP,163
2020-07-17 05:26:34,87.140.185.130,38817,163.152.154.130,61872,UDP,890
2023-02-16 09:22:10,191.133.191.99,29991,172.189.16.199,14818,TCP,854
2021-04-06 06:19:28,219.222.30.139,34064,195.198.16.38,5691,TCP,1267
2020-05-12 18:49:58,33.198.15.143,14701,91.55.100.184,57559,ICMP,1383
2022-12-14 13:49:06,42.28.69.157,44348,154.251.25.238,65502,ICMP,427
2021-06-17 02:43:21,67.183.67.201,39723,22.226.2.252,55501,TCP,642
2020-08-02 09:28:17,90.73.22.208,12352,139.139.195.87,9416,TCP,654
2023-12-14 01:10:03,77.22.76.20,36805,98.135.40.135,43402,TCP,139
2021-06-06 23:08:11,109.135.171.134,37025,70.127.106.176,30234,ICMP,71
2022-01-05 16:37:32,217.110.241.148,52858,41.254.48.88,2312,ICMP,1178
2022-12-09 07:27:21,203.113.166.212,39258,9.254.120.47,7634,ICMP,497
2021-03-18 06:07:51,7.188.71.104,11587,171.189.79.148,25868,ICMP,1035
2022-08-12 12:23:07,202.105.164.15,34199,31.92.38.30,61847,ICMP,1425
2021-01-03 01:30:43,137.77.57.182,3724,103.219.219.112,18820,ICMP,439
2022-01-29 03:08:56,174.19.165.158,6944,84.253.194.231,14124,ICMP,794
2020-02-02 17:13:08,212.246.85.115,35844,68.97.182.238,39459,ICMP,409
2022-12-02 17:30:55,112.45.162.36,18833,129.147.168.207,43272,ICMP,1079
2023-04-27 03:00:40,95.74.65.196,15464,167.138.106.21,32042,UDP,1370
2020-12-02 14:10:27,204.219.221.143,1699,56.125.9.164,59115,UDP,1444
2023-09-06 07:12:46,176.198.21.139,51602,154.171.161.234,22223,TCP,376
2021-07-28 23:35:16,69.133.224.217,12178,67.11.32.244,32470,TCP,521
2020-06-19 13:09:09,6.112.31.225,52903,7.173.248.104,58704,TCP,1163
2023-08-29 13:08:12,219.82.225.143,19503,89.128.29.80,38318,TCP,552
2023-05-04 16:59:51,186.131.217.253,42977,112.29.55.2,38925,TCP,360
2021-12-09 08:32:52,180.0.212.226,17298,133.35.47.170,5685,UDP,425
2023-03-03 09:52:25,173.239.193.179,23551,148.199.150.135,17842,UDP,608
2020-09-18 16:53:50,171.118.112.131,27997,200.28.174.144,55124,TCP,1019
2020-06-26 22:13:08,49.117.40.58,61063,157.176.185.255,11985,ICMP,652
2020-05-08 08:57:13,6.176.236.32,56594,17.106.242.182,47967,TCP,1179
2020-08-20 12:25:15,95.160.34.14,8434,133.195.57.14,48936,UDP,1147
2022-01-24 16:54:54,150.150.252.141,41588,23.106.253.236,34470,UDP,1398
2022-08-30 05:53:48,45.240.119.29,45767,145.105.238.86,53432,ICMP,1100
2023-05-15 06:17:02,5.51.81.110,56624,167.48.133.30,33179,UDP,352
2023-12-02 09:24:21,142.120.113.202,38202,51.30.102.121,40483,UDP,1121
2023-07-27 23:00:38,114.19.253.182,20661,74.186.229.142,16908,TCP,1005
2022-01-31 10:03:48,92.30.84.164,40607,53.117.224.4,18616,TCP,309
2020-08-08 01:58:20,19.108.163.49,19562,42.63.30.248,35145,TCP,411
2020-04-03 11:14:53,170.209.141.98,31936,94.90.196.6,59484,ICMP,568
2020-06-29 03:06:41,154.179.168.69,9258,63.32.210.121,1671,UDP,417
2020-05-07 21:24:01,129.57.169.40,42886,91.103.156.104,38005,UDP,1434
2020-10-13 05:54:34,141.229.206.62,50359,15.225.149.151,55997,UDP,1092
2020-04-18 09:38:38,66.213.222.104,34724,56.130.160.56,43478,ICMP,446
2023-07-01 11:01:34,133.209.206.81,1174,138.209.57.160,20129,ICMP,944
2021-01-14 18:33:31,172.176.128.94,35473,166.205.230.106,2733,UDP,302
2023-05-19 04:04:35,220.73.12.93,34689,26.51.72.241,30853,TCP,707
2022-07-18 19:33:18,104.34.40.196,19787,27.151.231.134,59699,UDP,503
2022-04-01 07:15:09,92.74.28.203,11257,211.243.214.133,10772,UDP,1369
2021-01-16 21:45:46,107.53.129.198,3766,88.72.249.174,63742,UDP,1167
2023-01-07 10:08:46,57.96.77.166,26244,100.227.170.237,35547,UDP,1483
2022-09-10 11:47:07,3.57.116.102,33501,181.227.79.121,6076,UDP,335
2022-03-20 09:48:41,138.255.94.106,32360,185.192.197.34,21526,UDP,1069
2023-12-09 15:01:21,156.107.37.180,6161,121.71.199.107,36688,UDP,1110
2023-06-21 19:49:42,34.101.240.26,28617,189.93.219.18,53540,UDP,523
2022-04-15 05:44:08,220.18.47.112,48948,222.129.1.158,1363,ICMP,439
2020-03-06 01:19:57,154.143.38.24,37194,193.206.84.36,31841,ICMP,902
2021-03-02 03:17:48,34.160.17.19,7186,182.155.32.242,44834,TCP,512
2021-08-22 03:12:45,7.174.217.230,32424,133.66.97.86,55314,TCP,1169
2022-12-19 02:07:23,153.102.121.119,64073,21.11.112.37,23560,ICMP,1174
2020-07-16 09:54:28,52.219.155.209,49533,160.123.5.116,34461,ICMP,361
2023-01-13 12:57:54,49.172.21.196,8326,201.177.168.198,20064,ICMP,607
2020-04-18 05:48:54,178.119.1.48,34276,153.40.175.252,38600,UDP,508
2023-12-02 11:32:11,165.153.60.68,61106,212.21.58.154,64064,TCP,974
2020-05-21 05:29:07,39.21.163.135,25485,27.216.4.52,33551,ICMP,849
2022-07-10 18:58:21,157.232.100.184,8655,154.229.246.96,29110,TCP,180
2022-09-03 21:39:41,17.231.182.195,5349,135.222.160.161,50600,ICMP,815
2021-01-01 12:19:11,175.61.167.98,5844,83.128.68.15,21945,UDP,1460
2023-09-09 01:31:10,161.8.119.212,15019,38.202.80.42,33051,ICMP,338
2020-09-06 08:54:19,168.177.103.99,4498,207.203.191.161,6499,ICMP,1469
2021-12-06 23:46:24,211.129.12.35,23038,135.101.84.101,23146,UDP,354
2023-06-28 03:27:23,182.93.215.29,3186,204.71.107.223,12051,ICMP,278
2022-09-20 20:12:25,126.106.236.134,4560,183.191.169.252,64457,UDP,1489
2022-04-11 19:20:21,69.68.31.24,17569,83.253.134.201,33422,UDP,560
2021-07-31 19:51:59,134.141.133.200,16925,17.167.154.186,38239,ICMP,842
2021-04-29 23:41:02,103.177.157.158,1150,180.90.188.215,12707,ICMP,283
2020-11-04 21:20:32,178.70.62.249,38169,176.107.243.58,34531,UDP,1380
2023-07-14 04:04:59,59.23.40.43,5766,165.233.232.227,64987,TCP,1444
2022-01-27 17:06:46,17.240.43.8,13592,138.41.26.139,14501,UDP,651
2022-04-17 09:51:22,24.18.186.91,2812,141.50.243.34,46698,ICMP,78
2022-07-01 13:30:14,219.180.184.38,17030,148.166.19.190,61324,UDP,148
2022-02-28 00:24:59,75.87.204.252,48460,34.128.112.200,49363,ICMP,1356
2020-02-17 00:08:24,18.36.123.118,14930,27.52.22.57,2951,UDP,467
2022-03-23 01:04:08,156.229.206.228,48878,123.62.40.92,16610,TCP,1281
2022-12-21 05:02:24,173.175.42.219,47000,123.139.115.245,22326,ICMP,1258
2022-11-19 13:17:08,43.107.55.123,58062,179.218.101.36,25033,ICMP,821
2020-10-18 07:22:20,128.40.155.115,33192,83.60.230.9,12188,TCP,525
2023-09-06 16:11:46,63.182.29.17,22580,45.192.237.1,1162,UDP,397
2022-07-28 21:11:47,38.90.125.36,51475,30.144.230.112,7838,UDP,1025
2020-07-23 07:39:37,157.156.196.94,33727,42.254.93.192,25943,ICMP,460
2021-05-23 13:13:02,41.242.245.51,15029,103.189.89.221,55921,UDP,823
2021-04-15 16:20:15,208.223.254.104,26915,173.53.67.185,28646,UDP,956
2023-04-26 11:02:22,65.255.162.186,51357,182.216.198.201,41688,TCP,981
2022-11-18 21:13:42,130.255.170.81,20753,43.61.78.45,63651,UDP,952
2020-03-20 10:44:16,32.159.76.128,31434,197.6.195.175,19564,ICMP,467
2020-07-17 22:54:02,138.111.12.29,42670,139.14.146.152,26338,TCP,1085
2020-08-25 16:36:30,77.187.201.133,58382,207.249.234.4,50985,UDP,1478
2022-12-28 01:15:37,167.109.169.78,33045,140.189.31.224,39205,TCP,621
2021-10-05 09:45:08,46.121.150.27,1464,217.162.150.44,49792,TCP,416
2021-01-02 13:28:29,20.252.159.253,58208,130.169.193.134,15237,TCP,469
2021-11-09 09:16:59,134.214.230.212,9262,75.221.11.135,37144,UDP,725
2022-04-21 10:14:26,24.232.167.61,41233,137.108.167.100,21299,UDP,543
2023-10-20 14:27:27,57.23.249.200,63811,64.127.206.26,60600,TCP,596
2022-02-14 18:56:54,35.35.116.134,7001,135.81.141.203,21261,TCP,1387
2021-07-09 05:48:11,4.104.128.154,48267,161.138.3.1,52184,ICMP,912
2022-08-17 10:35:48,168.231.198.112,27431,70.192.217.0,22009,ICMP,1029
2020-05-10 19:47:43,62.213.222.196,42257,120.120.54.196,55092,UDP,684
2020-07-14 08:41:01,181.208.43.228,28656,128.171.141.147,17597,ICMP,1084
2020-11-04 20:29:09,61.80.108.124,51778,81.205.80.30,46717,ICMP,1339
2022-06-07 15:05:18,9.0.158.43,8336,94.14.87.208,2299,TCP,578
2021-03-02 08:17:22,96.248.164.173,1927,15.63.12.57,37746,TCP,829
2021-08-23 08:59:22,100.242.254.204,11116,211.135.95.127,31268,UDP,100
2021-03-14 22:24:41,135.50.5.5,64699,210.233.213.214,38486,ICMP,94
2022-10-18 17:38:53,122.225.13.66,63611,157.122.72.233,44977,TCP,784
2021-01-23 09:24:15,188.60.230.46,25815,221.247.67.121,12098,TCP,1348
2021-10-04 23:20:13,28.83.111.109,25484,15.25.162.211,61746,TCP,155
2020-01-26 16:31:16,111.131.75.149,57687,43.47.68.192,37920,TCP,314
2022-08-03 06:46:46,41.194.199.131,11199,177.163.227.235,19997,ICMP,430
2020-10-09 08:41:40,104.29.148.231,58302,15.192.34.163,32663,ICMP,837
2022-03-09 14:24:06,74.30.197.6,46582,152.90.8.252,49174,UDP,376
2020-04-16 09:54:28,2.230.72.176,27605,63.202.20.54,57716,UDP,1303
2021-05-02 20:24:58,93.58.167.54,35913,39.124.14.179,60957,TCP,1172
2022-09-04 16:23:23,178.6.117.73,5589,7.37.146.235,5503,ICMP,466
2020-06-28 21:39:00,106.172.252.216,21498,217.193.94.221,43702,UDP,189
2023-11-02 02:07:24,68.155.127.75,45579,43.30.112.203,36914,TCP,775
2021-07-04 08:25:55,97.187.154.127,39851,165.174.99.210,61814,ICMP,432
2022-01-06 03:01:50,14.60.245.39,41086,80.126.4.145,65095,TCP,133
2021-08-26 19:07:21,105.46.188.154,28054,121.163.183.60,47076,ICMP,1380
2023-11-30 09:41:22,182.49.79.138,50282,14.118.253.91,2050,TCP,176
2022-01-06 17:23:35,95.43.129.33,7421,49.227.177.214,60115,UDP,1438
2023-03-13 04:40:37,186.149.193.37,20274,54.30.87.188,27040,TCP,255
2023-06-05 13:50:32,163.35.133.76,33579,166.36.241.190,12362,ICMP,754
2020-01-13 21:43:43,144.110.99.173,16262,65.244.83.143,6184,TCP,561
2020-04-25 07:54:08,176.198.29.193,10231,191.236.152.4,6174,TCP,504
2021-01-26 18:51:23,223.144.255.172,59936,217.7.129.191,49292,TCP,937
2023-07-31 04:08:24,78.142.230.200,64894,17.72.37.223,49247,UDP,970
2021-11-10 10:00:02,156.49.178.110,55090,79.23.47.178,33576,UDP,237
2022-02-02 13:55:56,148.35.42.198,48924,32.226.27.122,58647,ICMP,1308
2022-02-22 14:07:43,82.6.23.12,45933,223.111.14.85,40000,TCP,739
2021-12-13 15:58:41,209.223.196.241,2303,111.41.144.155,41338,TCP,362
2021-09-22 00:05:48,106.134.203.81,11610,157.240.194.84,51868,UDP,960
2023-07-10 14:33:20,198.121.64.161,64185,105.249.70.165,7526,ICMP,1309
2023-08-10 07:06:40,165.137.89.139,17643,216.125.191.164,19975,ICMP,557
2022-05-09 07:03:40,190.251.192.227,34697,113.43.200.83,50474,UDP,384
2022-11-20 16:50:11,197.76.215.156,9321,167.87.82.89,4659,ICMP,833
2021-02-14 10:35:03,182.166.216.34,59713,65.247.174.167,56632,UDP,1211
2020-10-14 06:28:49,14.36.159.170,52311,81.142.157.57,11155,ICMP,761
2022-03-01 10:04:18,9.232.226.42,46534,191.95.193.189,37998,TCP,414
2022-03-03 12:01:05,70.151.118.4,20626,116.67.234.59,24111,UDP,627
2023-05-16 12:35:26,165.135.182.102,41179,50.143.247.114,35156,TCP,847
2021-10-14 14:18:58,122.29.108.76,26358,85.219.135.113,25851,ICMP,902
2022-03-28 06:27:25,185.12.232.227,5034,29.43.69.107,13936,TCP,480
2020-02-08 03:21:59,165.140.23.190,64767,142.134.155.48,58566,TCP,642
2023-02-27 02:33:37,164.143.142.153,34639,186.163.10.4,53855,ICMP,489
2021-05-31 16:32:00,44.217.17.228,3953,99.65.200.202,53392,ICMP,1163
2023-02-15 23:17:50,120.4.41.19,1150,15.76.239.90,65203,TCP,364
2022-04-10 02:19:44,5.231.74.77,58189,212.229.134.161,62583,ICMP,1034
2023-02-21 22:52:57,74.202.230.114,17805,38.65.136.64,55085,TCP,169
2020-01-03 22:46:00,80.35.57.166,33891,76.34.187.123,47750,TCP,284
2021-04-11 08:55:37,57.26.104.162,27908,186.129.220.150,28370,UDP,623
2020-10-14 06:43:13,75.147.167.133,5890,172.95.67.224,24206,UDP,613
2020-09-22 03:05:09,31.226.174.244,37867,170.193.108.125,32464,TCP,862
2021-12-20 08:10:08,35.74.165.53,38117,85.109.114.139,39595,UDP,562
2020-11-04 21:09:23,212.151.43.28,35754,128.87.251.107,5690,UDP,816
2023-12-03 14:39:32,217.54.188.102,25573,49.55.136.99,64039,ICMP,1152
2021-10-21 02:27:19,177.237.21.91,33976,33.50.36.135,62689,TCP,204
2022-04-18 06:27:16,3.103.244.237,26079,64.180.184.75,33709,TCP,1365
2022-09-23 16:59:01,88.65.213.8,33512,200.188.35.40,61626,ICMP,1188
2021-02-27 18:59:19,129.65.207.44,61603,65.64.167.120,58840,ICMP,949
2023-12-01 08:05:51,128.171.220.44,14323,34.100.67.253,55755,ICMP,1239
2022-09-06 17:37:12,35.8.7.67,4776,91.243.242.205,42741,TCP,1067
