timestamp,source_ip,source_port,destination_ip,destination_port,protocol,packet_size
2021-03-07 16:23:36,83.19.35.75,50077,142.229.205.189,61480,UDP,749
2021-03-15 04:35:08,84.103.228.66,26780,212.200.19.96,40349,UDP,1338
2022-06-11 23:18:44,195.183.245.224,12995,16.99.9.222,43347,ICMP,463
2022-05-12 16:35:15,41.14.16.71,49259,81.125.192.239,5634,ICMP,88
2023-04-06 10:37:17,157.42.43.57,19059,184.66.87.24,38169,ICMP,988
2023-10-05 17:47:47,98.195.249.237,13801,94.78.150.126,27437,UDP,1458
2020-11-21 04:44:30,140.178.105.191,13459,166.147.51.103,54310,TCP,480
2020-07-21 11:46:04,82.244.42.224,39657,177.161.186.202,29928,UDP,520
2020-11-17 06:00:31,119.59.141.1,36993,97.56.141.164,52410,TCP,969
2021-03-22 21:26:11,74.191.249.31,20763,32.240.75.136,62032,UDP,809
2022-11-22 17:26:56,201.175.216.51,18954,78.33.88.56,33567,TCP,819
2021-06-24 07:50:59,182.52.233.7,22276,167.145.123.211,32572,TCP,1107
2022-01-31 22:16:56,5.236.202.43,39637,56.176.21.77,32156,ICMP,655
2023-01-14 01:34:05,133.15.180.169,2328,55.34.172.9,58454,TCP,419
2022-07-04 01:59:30,163.249.161.183,56806,134.90.75.40,54004,TCP,171
2023-10-17 18:04:07,2.22.242.189,35876,31.229.109.156,54991,TCP,423
2021-07-12 08:12:36,109.21.92.75,28743,20.84.19.12,12279,TCP,686
2022-12-18 19:32:17,113.94.145.28,19596,60.204.47.160,56336,UDP,1289
2023-09-20 15:37:20,119.58.193.87,62171,82.200.162.3,49704,UDP,1388
2023-06-13 10:30:36,57.23.121.180,29141,8.94.93.24,31682,UDP,583
2020-10-25 04:38:26,38.93.194.165,44918,21.178.58.218,19635,ICMP,167
2022-09-14 14:17:43,192.233.13.114,57498,11.73.255.56,27921,ICMP,90
2022-05-07 18:49:37,193.83.132.221,37509,42.223.80.62,15545,UDP,1499
2021-11-30 02:22:24,209.202.85.20,50544,134.150.19.28,28755,TCP,824
2023-04-13 02:46:04,140.28.199.106,9155,141.145.240.78,24673,ICMP,815
2023-04-06 07:27:06,7.146.238.225,10781,106.54.105.101,30762,ICMP,297
2022-01-23 07:11:56,218.251.194.81,54613,217.254.115.38,9608,UDP,1240
2020-03-31 09:08:12,91.148.97.231,17227,140.10.252.52,47022,TCP,1240
2022-06-13 06:28:47,161.99.157.229,45803,40.107.85.12,14161,UDP,378
2020-03-02 11:14:24,22.50.125.28,3551,185.123.207.193,9838,UDP,509
2022-01-29 18:37:32,121.240.98.167,12629,41.9.199.141,4250,UDP,1289
2023-10-17 02:44:21,128.54.153.113,32622,119.134.117.116,28387,ICMP,1209
2023-04-11 00:33:06,172.102.43.239,55769,84.220.39.204,13410,TCP,973
2020-08-07 14:21:07,93.34.215.61,20732,159.84.179.209,2801,ICMP,864
2023-04-16 07:46:31,65.54.186.25,44566,220.11.221.123,51298,ICMP,826
2020-07-04 06:24:17,175.25.27.171,62404,122.238.79.40,26578,UDP,937
2021-07-24 17:20:55,8.164.30.182,3246,212.42.64.220,28627,UDP,1305
2021-05-24 07:11:49,145.120.137.8,9782,188.71.4.145,4579,ICMP,1464
2023-01-15 13:03:15,110.192.154.12,46339,204.69.178.196,24608,TCP,348
2021-06-18 02:03:27,154.235.200.223,28827,103.26.69.179,2699,UDP,719
2021-07-22 13:00:58,179.207.201.145,22376,211.56.211.59,40204,UDP,353
2023-12-04 05:30:43,145.105.40.198,64597,197.188.89.114,36197,TCP,572
2021-05-16 04:05:19,65.137.233.43,13984,153.88.108.218,8713,UDP,923
2020-05-18 10:16:26,80.140.87.139,51839,213.130.162.131,2899,ICMP,254
2021-02-18 23:49:28,48.130.49.32,31687,6.36.121.65,20227,UDP,802
2020-01-31 22:53:42,161.155.0.65,57825,157.251.117.43,45325,UDP,919
2023-12-11 11:20:24,178.43.16.195,48603,211.14.127.105,63816,TCP,462
2022-09-06 23:26:02,173.119.52.152,56206,65.56.67.184,60278,UDP,725
2022-08-04 01:19:21,4.22.182.124,16945,187.241.239.120,16880,TCP,983
2022-01-27 14:12:07,162.82.59.91,5007,39.29.60.103,10233,UDP,310
2020-05-14 04:25:50,44.100.122.196,33259,183.33.84.115,51313,ICMP,1239
2023-02-21 00:40:10,28.79.218.60,42120,42.160.89.211,41686,ICMP,258
2021-03-07 11:13:23,109.16.33.115,21722,8.228.130.106,15046,ICMP,1018
2023-06-03 15:48:57,195.81.45.139,52937,187.144.96.234,40710,ICMP,1222
2021-09-24 03:56:15,56.56.222.193,48907,211.148.219.187,45435,TCP,1364
2022-07-06 21:25:20,214.201.88.97,49386,82.255.65.118,33468,UDP,1341
2020-06-17 11:04:16,43.221.239.174,6729,45.104.55.75,52435,UDP,1247
2021-11-10 15:54:49,16.145.28.84,4724,64.184.152.163,51300,TCP,340
2023-08-12 19:02:46,83.76.164.181,1759,92.141.34.53,8988,TCP,892
2022-05-23 15:33:37,112.77.241.213,8063,9.254.20.18,62925,TCP,912
2021-11-22 11:00:53,137.205.161.230,7402,13.175.52.227,58836,UDP,994
2022-09-15 12:14:55,135.39.28.58,8942,145.130.218.214,45454,TCP,245
2022-01-02 03:13:43,64.72.131.66,56263,155.121.180.194,14872,UDP,1028
2022-02-21 08:20:28,138.41.16.119,40677,110.101.211.247,45540,UDP,693
2023-10-10 05:30:21,30.111.230.236,28608,223.181.206.212,33452,TCP,493
2023-02-22 06:26:03,112.102.127.133,42180,13.49.172.120,29609,ICMP,1188
2021-07-09 23:26:37,23.239.147.185,8271,46.19.99.52,27937,UDP,1100
2021-05-03 04:56:23,216.183.116.14,45435,95.88.28.128,64723,UDP,326
2023-07-29 06:35:07,175.145.180.29,19804,44.157.171.14,37776,UDP,136
2021-06-27 17:43:17,40.184.242.78,6271,204.75.35.52,59409,ICMP,941
2020-03-11 06:00:09,100.1.251.180,48583,6.120.73.41,21116,UDP,853
2020-12-10 11:22:53,200.83.199.18,21875,101.174.58.153,62250,ICMP,349
2021-08-17 02:24:36,37.151.29.154,4812,73.1.53.245,40709,TCP,752
2022-03-04 22:10:03,200.25.217.156,3608,175.221.101.78,30320,ICMP,782
2021-04-26 03:52:49,163.101.33.165,64628,21.114.196.118,44624,TCP,736
2021-02-21 15:51:45,200.199.37.15,34794,48.231.247.232,45908,UDP,84
2021-10-15 19:49:17,216.175.39.211,51749,12.2.109.115,42036,UDP,1066
2021-01-03 14:11:31,42.183.232.189,51716,144.237.92.23,29044,TCP,1391
2021-01-24 02:46:22,194.93.167.89,12864,153.67.219.205,14281,TCP,474
2020-03-20 10:42:13,195.113.36.217,29332,44.172.115.101,40817,ICMP,679
2020-08-15 00:06:36,155.76.153.90,41365,191.169.22.254,12610,UDP,1058
2021-11-26 12:13:43,207.180.40.3,4537,64.40.175.118,53533,UDP,750
2020-12-08 05:17:10,116.139.39.140,20117,79.112.114.138,40963,TCP,1403
2021-08-19 08:00:02,163.220.226.213,26097,62.246.191.165,16238,ICMP,978
2020-09-03 21:58:22,17.238.122.82,12823,194.1.68.86,46078,UDP,1145
2021-06-12 16:58:43,216.201.23.53,57006,57.44.5.87,34135,TCP,124
2022-12-29 23:10:27,211.120.107.95,24333,208.177.14.57,20141,ICMP,510
2021-10-26 01:30:30,164.245.182.195,8420,110.75.79.143,63246,UDP,310
2022-02-14 11:20:08,21.70.251.235,64260,142.217.47.21,10894,UDP,920
2022-07-20 21:48:32,196.30.9.90,21968,171.150.123.199,6033,ICMP,1471
2021-06-19 16:30:54,118.10.71.193,45000,155.143.115.94,10950,UDP,1113
2022-07-15 08:32:40,221.211.173.150,44038,124.187.176.238,26627,TCP,1116
2022-07-30 23:32:30,123.32.64.205,58411,27.39.117.105,36614,UDP,1417
2023-03-21 03:14:07,89.138.33.11,63276,197.116.5.84,25104,ICMP,970
2022-04-10 15:34:24,98.73.37.3,61891,113.221.132.93,26482,TCP,1500
2023-11-10 17:34:18,154.37.208.12,1458,77.67.216.79,64999,TCP,1065
2021-09-10 10:41:40,223.229.129.84,5316,208.221.245.129,61603,UDP,660
2022-01-07 10:48:31,12.239.226.168,47748,142.130.174.95,16059,ICMP,1363
2022-04-26 17:07:34,161.234.237.145,55189,58.67.113.109,52011,UDP,782
2021-06-07 01:57:41,47.106.75.204,49630,167.222.61.223,6197,ICMP,455
2023-09-20 11:57:35,118.1.13.218,26834,118.108.201.56,39324,ICMP,172
2020-12-27 07:32:12,74.211.247.23,53511,107.198.14.237,9025,TCP,698
2020-05-13 16:24:42,67.178.200.17,41745,187.91.166.253,13125,UDP,755
2022-11-25 09:16:47,20.102.10.101,51242,72.210.205.188,25844,TCP,554
2023-04-23 20:38:17,164.89.243.177,41101,199.170.61.153,45253,UDP,982
2020-02-22 05:19:16,171.40.135.133,41382,192.101.252.135,13999,UDP,129
2022-01-27 16:00:17,179.179.105.35,8155,146.241.143.106,27993,TCP,1316
2023-04-13 21:13:09,138.230.116.183,41627,139.62.163.120,41645,ICMP,234
2021-11-25 23:43:53,142.122.150.80,26121,175.211.172.47,9555,ICMP,177
2020-03-17 04:24:06,150.119.179.145,48744,89.54.4.62,16283,ICMP,1389
2022-01-27 18:49:56,218.240.109.234,61096,10.78.226.179,18192,UDP,802
2022-11-13 01:43:25,31.127.228.209,46034,32.109.75.237,11980,UDP,157
2021-02-03 19:07:59,21.169.233.12,45688,135.45.83.252,16855,TCP,916
2022-05-14 17:45:03,71.114.146.115,48715,187.110.41.21,38617,TCP,853
2021-12-17 06:11:22,106.76.198.68,26580,66.212.76.164,58261,UDP,572
2022-02-25 17:34:19,120.98.8.210,11803,113.53.141.230,46095,TCP,139
2021-10-29 13:15:28,51.102.253.185,27022,131.196.19.196,52851,ICMP,110
2021-10-28 05:40:48,181.185.48.194,41228,136.149.217.11,20692,TCP,799
2021-01-21 00:38:03,158.14.191.197,25451,24.212.145.208,40905,TCP,101
2022-09-18 18:45:04,175.231.224.150,52711,208.60.13.208,15734,TCP,232
2023-06-09 12:18:04,88.151.82.99,5859,197.118.241.35,47175,TCP,1486
2020-07-04 21:39:42,217.93.49.51,61936,156.181.202.152,4808,TCP,641
2023-06-12 06:27:43,113.242.155.20,34404,79.7.245.96,45805,ICMP,1325
2020-10-31 04:13:48,196.27.94.0,47120,168.154.127.63,9852,ICMP,178
2023-03-13 10:44:57,105.142.122.197,12812,73.56.109.121,65238,ICMP,1264
2021-12-12 08:46:33,206.181.136.59,31269,27.206.109.7,25869,UDP,476
2021-09-26 15:42:26,43.245.131.64,59531,150.88.179.237,23658,UDP,1022
2020-01-11 19:21:47,121.13.123.153,65404,45.250.61.112,28541,UDP,899
2023-11-27 03:52:35,131.31.121.81,8709,17.36.173.222,20016,UDP,641
2022-12-06 06:39:07,32.146.138.251,61312,102.156.99.124,7331,UDP,557
2020-07-30 17:24:34,196.123.118.210,21516,166.64.35.42,21717,ICMP,1162
2020-02-06 18:32:45,184.36.53.4,16580,185.36.202.213,39723,UDP,137
2023-05-02 22:01:58,104.166.2.229,20327,135.175.118.11,47082,TCP,1399
2023-08-22 13:37:02,92.115.10.223,15762,34.191.69.113,44200,UDP,707
2023-05-29 07:42:11,212.205.144.16,24114,192.200.243.2,54136,TCP,706
2020-02-04 00:41:00,15.75.222.18,20104,134.174.57.84,32202,TCP,543
2020-05-21 03:09:35,21.73.129.65,65015,76.181.23.63,19447,TCP,315
2022-05-21 14:53:42,112.222.69.139,55510,219.240.185.116,1445,ICMP,171
2021-09-22 05:45:22,160.113.152.40,41551,61.99.16.18,63108,UDP,447
2020-05-02 14:27:51,199.146.204.32,8569,76.89.199.247,58976,ICMP,1058
2020-07-12 15:18:00,47.131.138.41,63389,54.192.171.13,36453,TCP,1041
2021-08-13 03:11:13,139.8.76.19,13762,144.10.124.8,48448,UDP,1370
2021-05-31 02:23:46,100.171.66.189,10785,105.95.154.146,32003,UDP,662
2021-05-12 08:53:09,157.73.196.67,33709,190.40.14.83,46417,ICMP,738
2022-09-05 03:39:34,195.112.159.106,27895,46.243.140.1,21486,UDP,1465
2020-03-16 15:07:19,64.30.109.57,52997,119.72.102.177,61656,ICMP,237
2020-11-01 04:30:07,140.231.191.169,11958,80.115.100.238,52768,TCP,509
2023-10-24 04:46:26,61.120.251.58,28032,141.184.40.54,12593,UDP,1301
2023-08-10 06:34:25,21.148.211.112,5782,223.104.78.180,3327,UDP,463
2023-05-17 06:09:13,24.117.221.69,22020,147.65.56.196,1475,UDP,1408
2020-02-15 02:20:43,154.18.43.205,29908,172.160.91.105,61064,UDP,1447
2020-11-19 07:43:24,97.40.48.118,19898,174.70.50.62,3186,ICMP,1477
2021-12-20 10:00:15,199.208.219.222,32858,58.129.188.186,51705,TCP,103
2021-06-23 10:42:18,108.27.198.154,39198,214.250.39.225,37491,ICMP,1470
2021-02-03 16:20:55,187.38.66.13,46622,211.35.243.233,4151,UDP,619
2021-11-10 11:36:47,124.1.7.86,5286,6.133.212.107,47921,TCP,394
2021-02-27 23:04:48,150.127.50.3,5590,158.237.73.142,46328,TCP,561
2020-08-17 23:40:30,3.159.166.152,53555,5.23.7.60,48127,TCP,804
2021-05-21 20:07:17,114.99.15.16,14927,11.171.17.21,59517,UDP,1489
2022-03-08 15:06:08,138.144.94.49,6602,152.101.27.31,65103,TCP,539
2023-12-20 01:09:28,54.17.13.55,56795,49.79.130.130,12289,TCP,413
2023-12-15 11:14:16,83.49.15.109,20355,176.113.155.226,6694,TCP,112
2023-10-22 22:33:46,48.174.102.226,20258,55.141.23.230,61622,ICMP,1395
2021-12-02 04:38:48,174.4.191.246,50981,173.91.21.180,44376,UDP,929
2020-04-16 19:53:36,178.3.164.159,31865,111.109.228.87,65217,ICMP,920
2022-12-06 07:29:42,195.160.73.167,22451,96.20.75.108,38522,TCP,194
2022-11-01 17:09:16,6.32.244.211,58199,138.5.204.197,58162,ICMP,390
2022-08-23 03:44:43,27.248.143.131,15520,155.126.237.39,15776,ICMP,285
2020-03-08 18:57:29,70.39.212.79,59581,62.114.22.180,43942,ICMP,1212
2022-03-31 01:03:56,216.43.18.214,42920,31.147.60.12,18859,ICMP,700
2023-12-12 21:30:27,166.204.179.138,47280,57.196.108.74,10779,ICMP,753
2023-08-26 08:25:36,17.176.255.13,29917,51.34.240.182,2058,TCP,1328
2020-03-10 22:10:04,208.212.87.80,13096,139.20.148.161,63682,TCP,127
2022-03-05 14:12:34,44.116.196.31,11556,152.87.185.20,22164,TCP,995
2022-11-02 02:29:09,71.66.5.201,15953,186.104.36.237,1832,ICMP,983
2022-10-17 01:50:00,148.147.91.12,56897,210.63.234.214,55604,ICMP,250
2023-10-06 11:02:50,1.171.150.11,28451,208.93.164.84,22866,UDP,1131
2022-10-21 09:53:39,26.36.216.61,38177,162.69.107.69,27949,ICMP,1324
2023-03-25 00:38:50,156.101.242.232,32317,63.184.251.205,10069,UDP,179
2022-10-22 18:13:50,19.6.66.222,10848,138.151.194.161,53514,TCP,899
2021-04-03 09:24:32,33.73.254.160,14571,94.28.67.10,32132,UDP,1249
2021-05-20 03:06:43,97.223.180.77,64428,105.115.141.172,48021,UDP,605
2020-06-28 13:54:39,223.232.212.23,15400,214.172.209.24,64476,ICMP,376
2022-04-04 22:29:16,125.186.237.6,30230,57.22.184.141,48140,TCP,891
2022-12-28 01:52:06,7.226.243.172,27229,28.58.194.54,63807,TCP,1148
2021-01-23 12:24:14,167.102.19.247,21023,15.5.133.202,26632,ICMP,543
2022-12-05 14:48:21,186.108.64.20,57544,92.143.210.113,10004,TCP,523
2023-08-20 03:27:16,62.116.125.142,56002,11.182.72.247,54539,ICMP,1060
2021-11-17 18:54:40,192.93.128.184,41328,140.9.178.111,3137,UDP,720
2021-07-02 03:21:37,70.242.81.122,35626,153.106.119.18,5874,ICMP,1257
2022-11-14 14:37:01,41.202.168.226,36835,128.147.50.222,44120,ICMP,337
2021-12-21 10:03:13,11.253.60.231,64663,129.70.194.164,29932,UDP,1213
2021-09-29 21:43:28,187.75.208.104,1253,60.164.126.210,34988,ICMP,1241
2020-11-02 20:26:10,214.224.223.127,63784,148.237.248.189,34743,ICMP,600
2020-10-23 19:46:23,38.195.6.65,19868,24.234.118.137,39991,TCP,102
2023-12-02 12:56:13,197.61.136.178,37548,110.140.233.79,25127,ICMP,903
2022-05-09 20:31:51,132.53.36.118,19166,216.27.21.207,35782,UDP,344
2021-10-24 07:55:12,14.245.69.161,46351,20.112.164.2,64543,UDP,798
2023-07-23 17:52:04,136.132.195.172,25378,85.218.148.29,18436,UDP,717
2021-08-24 01:59:57,119.212.140.175,46046,163.42.240.233,6883,ICMP,174
2021-01-06 17:53:35,99.25.251.27,29093,83.160.24.191,38855,ICMP,934
2020-04-18 02:20:52,94.34.68.46,43297,170.95.81.175,54341,UDP,1029
2022-08-23 00:11:08,89.148.128.158,44333,101.136.143.239,63315,ICMP,1384
2023-08-24 13:22:08,81.81.24.245,18571,115.254.171.190,32175,ICMP,523
2022-02-14 16:02:50,106.214.82.122,38918,189.64.187.194,47020,UDP,721
2023-05-22 05:35:11,206.172.166.51,37684,62.88.52.104,30493,ICMP,287
2022-07-02 06:31:35,11.117.220.243,40947,126.152.149.120,57306,UDP,1400
2020-11-11 02:37:46,150.21.223.239,28025,116.78.179.185,12906,TCP,660
2021-06-09 08:51:33,171.169.154.113,12200,42.66.81.215,33452,UDP,263
2022-12-26 05:37:45,143.78.30.188,52607,148.240.68.21,37228,UDP,432
2023-03-03 11:32:57,8.91.242.223,57965,124.109.168.40,31733,UDP,1355
2021-02-09 11:41:08,192.223.227.152,7760,219.169.72.9,28343,ICMP,698
2020-12-09 13:15:59,186.92.244.113,27480,23.160.63.229,19588,ICMP,1124
2020-12-12 22:05:17,19.173.175.8,30310,165.234.218.222,64591,ICMP,285
2021-09-12 21:56:43,175.85.130.59,62990,190.31.207.18,22545,UDP,552
2022-10-15 03:42:13,50.1.174.129,16071,16.28.2.50,13048,ICMP,1161
2022-06-24 16:33:53,43.100.63.130,26686,27.202.12.249,6289,TCP,111
2020-08-15 03:35:24,98.222.145.154,14202,219.252.39.72,50010,ICMP,673
2021-11-02 17:39:03,223.49.103.162,17063,84.10.155.134,59982,TCP,207
2023-10-30 13:02:42,168.71.196.226,57016,6.230.214.65,18705,TCP,811
2022-03-19 11:58:21,188.102.142.206,29019,149.250.228.160,8451,UDP,1327
2022-03-05 03:20:13,13.20.248.23,28978,169.209.220.178,53160,TCP,1425
2020-07-21 00:13:44,149.12.0.181,32777,90.119.116.171,54363,ICMP,394
2021-12-27 01:45:03,197.180.53.240,49508,66.53.219.232,54882,UDP,146
2020-12-09 15:28:10,175.125.133.138,38612,14.232.151.152,55091,ICMP,1026
2022-01-06 04:49:38,84.203.81.3,21866,214.19.156.104,51620,ICMP,832
2023-04-04 06:46:22,123.126.95.231,46450,67.144.227.179,53327,TCP,1257
2021-05-22 09:59:05,88.102.175.162,37723,153.2.43.23,12002,ICMP,676
2023-12-20 05:04:39,18.158.138.244,45813,22.174.196.163,37544,TCP,160
2023-07-07 19:55:46,223.235.204.15,57804,160.219.99.177,63815,UDP,505
2023-05-14 10:44:41,136.172.14.37,21308,166.33.26.203,35361,UDP,229
2022-10-02 21:58:55,55.74.179.102,38180,122.87.240.75,33301,TCP,209
2023-11-14 07:49:44,103.207.38.254,5293,120.81.171.27,28411,ICMP,1124
2023-12-10 22:57:01,218.141.94.55,27651,152.194.235.169,59022,TCP,313
2022-07-07 23:56:06,36.64.88.7,31846,217.45.25.174,41229,TCP,316
2022-03-02 16:27:25,135.61.215.28,48420,147.197.95.251,25191,ICMP,358
2022-09-03 07:32:13,126.56.169.98,13621,213.67.62.105,34268,TCP,1148
2021-03-13 02:41:47,16.33.132.75,37266,56.90.161.121,8931,ICMP,174
2020-05-18 01:26:47,148.75.123.227,41183,52.82.42.82,1735,TCP,1037
2022-08-12 05:05:28,164.231.27.41,46278,165.34.217.155,13968,UDP,114
2023-07-17 08:48:16,4.232.188.69,41042,208.126.229.211,53358,ICMP,715
2021-07-03 04:32:18,160.226.83.151,45135,198.62.88.100,2803,UDP,264
2022-05-31 02:05:52,2.80.151.237,45796,123.2.197.160,57848,TCP,1044
2020-01-01 04:13:23,6.173.24.11,9694,151.151.16.36,49281,UDP,1448
2020-12-28 16:40:33,103.155.35.247,2742,30.80.186.185,12433,ICMP,1418
2021-07-28 01:05:12,90.51.191.107,28067,201.164.208.174,8809,TCP,605
2020-11-29 21:46:11,115.114.155.203,27048,114.66.91.194,13518,ICMP,540
2020-11-24 10:05:17,112.246.46.68,24420,53.196.195.69,13943,TCP,469
2023-05-17 04:34:28,18.246.212.254,9837,21.92.88.249,60138,ICMP,1176
2022-08-09 06:54:52,130.181.58.103,1034,223.151.209.83,10594,UDP,1225
2020-02-29 20:27:14,142.181.237.143,42709,133.18.67.114,61607,UDP,1298
2021-04-09 11:36:44,58.227.79.86,40176,71.2.72.4,65327,ICMP,1045
2021-04-04 12:19:27,220.233.34.120,6362,158.125.112.46,25206,ICMP,356
2022-11-03 19:33:09,113.150.195.236,47965,48.238.115.31,42061,ICMP,522
2021-02-10 01:00:39,130.15.170.86,29087,3.54.63.86,42058,TCP,821
2021-07-27 12:37:29,32.81.25.11,46664,75.94.63.236,39623,ICMP,1105
2021-01-25 23:24:58,184.124.199.101,1412,170.245.105.40,42754,ICMP,1336
2022-06-12 09:46:06,51.57.80.36,47967,212.10.113.69,51179,UDP,941
2020-08-28 11:01:19,219.177.137.80,2723,87.104.220.148,42853,ICMP,288
2022-11-28 13:00:14,103.218.132.210,24198,125.96.158.46,15084,UDP,1148
2021-08-27 08:13:49,205.17.194.176,24255,76.41.226.14,14657,UDP,1312
2021-01-27 05:36:05,73.105.68.151,64091,33.7.99.23,30027,UDP,1332
2022-01-29 22:10:47,139.84.247.84,21322,20.121.248.215,56869,ICMP,1383
2023-06-07 14:24:21,190.178.160.121,43719,79.159.17.99,4111,UDP,1446
2021-01-08 14:18:54,166.84.131.49,23362,133.123.234.82,49138,TCP,673
2021-10-26 14:07:56,87.179.235.111,53398,19.199.6.31,7252,UDP,1152
2023-06-11 15:15:23,164.68.255.87,10920,90.174.245.40,47506,UDP,698
2020-07-31 10:08:42,64.121.50.204,19788,51.117.240.180,56057,TCP,482
2021-03-13 13:17:08,169.16.215.226,48148,218.173.119.14,7885,ICMP,1123
2020-04-08 13:50:46,41.165.76.85,55763,75.9.169.174,28987,UDP,1315
2021-12-16 20:01:15,42.72.3.151,20124,28.255.120.107,28064,TCP,73
2023-08-28 05:59:56,96.32.222.220,55176,202.157.1.47,24267,UDP,159
2021-02-28 12:35:19,88.146.63.37,24802,117.99.111.179,29442,TCP,599
2021-03-14 17:57:51,221.220.8.218,19073,174.161.29.121,35234,UDP,1299
2023-03-27 17:22:49,90.209.8.142,45408,128.2.80.92,22773,TCP,1020
2021-07-30 10:15:00,116.173.225.177,10274,34.8.235.163,15765,UDP,1478
2022-11-29 15:47:34,148.103.173.51,5703,175.141.100.31,19067,ICMP,1384
2020-09-24 07:03:27,125.183.15.169,10611,88.170.58.19,22197,UDP,1062
2022-06-29 11:15:49,166.162.182.255,28289,128.204.244.104,36289,ICMP,586
2023-05-11 12:08:05,219.163.70.29,47349,29.212.251.116,52454,UDP,253
2022-02-05 23:48:50,62.44.75.221,47645,63.181.179.183,65364,TCP,1287
2023-09-18 04:15:25,47.34.191.225,33901,132.49.35.129,60350,UDP,118
2021-06-27 02:44:13,206.253.207.49,31346,211.113.20.189,33777,ICMP,213
2020-11-07 01:04:34,154.203.200.254,45120,82.232.160.158,27681,ICMP,1107
2020-03-12 23:57:35,156.205.65.154,9187,209.143.105.17,49695,UDP,878
2022-05-27 06:15:01,155.78.25.167,29203,134.41.182.169,5839,TCP,603
2021-07-15 19:04:31,161.42.152.15,20728,92.148.138.35,36812,ICMP,539
2020-11-28 12:35:31,163.21.92.249,17556,20.218.161.111,12371,ICMP,509
2020-02-05 05:21:26,160.95.211.65,44678,2.1.221.96,32124,TCP,80
2020-06-15 15:56:51,80.238.132.218,37086,180.204.100.248,20234,ICMP,517
2020-10-13 17:26:52,98.36.35.167,35940,112.252.144.247,30222,UDP,1017
2020-03-03 03:26:31,57.242.214.17,51307,124.86.141.78,7347,UDP,507
2023-05-10 02:28:57,87.101.248.29,28171,85.199.238.5,7824,ICMP,869
2023-12-15 16:28:03,176.120.241.114,17963,117.57.130.157,38419,ICMP,383
2023-03-10 15:16:38,174.204.60.230,24915,59.174.133.246,57930,UDP,1451
2020-05-08 06:32:15,166.198.217.104,50247,82.213.204.59,60100,ICMP,1490
2021-08-23 04:41:56,135.232.80.202,26103,90.66.199.50,56530,ICMP,155
2021-05-25 10:00:39,223.87.126.254,61949,194.168.21.107,61259,UDP,987
2020-03-03 09:26:24,128.157.60.106,59316,65.198.198.58,36881,ICMP,290
2023-10-01 09:48:54,80.69.186.147,63903,119.140.138.35,15405,TCP,350
2021-07-09 01:36:33,144.249.45.77,16785,140.52.135.154,61882,ICMP,1245
2023-06-09 23:48:53,106.175.217.15,39819,96.249.236.191,54587,ICMP,464
2021-06-30 04:05:35,87.76.116.53,25414,173.96.37.116,33880,ICMP,642
2021-12-02 12:11:37,23.215.45.211,7757,159.56.98.138,62199,TCP,778
2020-05-11 13:54:37,109.59.136.194,8922,75.53.34.92,15227,TCP,1320
2021-09-20 01:53:00,216.192.180.101,47814,18.90.136.231,8272,UDP,195
2021-12-12 22:55:14,204.156.47.151,62357,136.87.145.225,40460,ICMP,435
2022-10-11 00:36:28,173.59.31.88,59267,193.253.66.182,24495,ICMP,706
2021-02-11 01:42:02,10.123.73.1,23644,89.63.189.18,57533,ICMP,606
2021-01-09 16:19:44,61.39.212.91,37069,47.145.35.159,63939,UDP,572
2021-05-24 00:53:02,222.116.28.153,33274,59.143.207.14,42538,UDP,1460
